Player,Site,Hands,VPIP,PFR,CC,Limp nSB,3Bet nAI,F3Bet,WTSD no AI%,WWSF no AI,WS HU,LS HU,WN HU,LN HU,Bet R HU,Fold to R Bet HU,All-In Adj BB/100,EV -60bb,NonSD,BB Won,Cluster
dogeri,888 Poker,9080,27.63,18.06,11.02,0.46,4.9,47.96,29.81,45.84,16.9,15.03,33.89,34.17,50.72,42.53,12.9,16.84,-6.21,86.01,7
FFForce,888 Poker,9079,28.55,18.72,9.49,0.16,7.22,27.17,27.26,38.72,13.33,13.88,31.26,41.53,38.99,54.93,2.53,-0.49,-4.88,1077.44,5
kingstars,888 Poker,9076,43.11,9.69,34.12,31.58,5.03,0.0,38.73,40.9,17.58,21.75,32.34,28.33,45.55,36.18,-18.91,-10.66,3.34,-2464.41,2
Jurkula,888 Poker,9070,22.43,13.01,10.18,0.4,4.02,38.56,26.41,41.0,14.01,14.61,35.75,35.63,41.61,43.7,1.86,9.84,-10.92,-452.99,18
Stuey1019,888 Poker,9067,32.22,17.43,19.97,2.72,2.42,24.68,31.76,45.8,15.72,15.64,35.47,33.17,37.92,45.21,7.89,7.95,-7.93,946.41,6
LuckyDog277,888 Poker,9063,27.95,19.85,9.69,0.05,3.73,67.58,23.63,42.92,14.13,10.37,40.96,34.55,43.48,59.44,14.09,14.16,-16.07,241.29,3
ivanglauser,888 Poker,9057,24.83,5.8,18.71,19.85,0.84,0.0,26.36,31.2,15.75,11.47,21.25,51.53,26.61,54.13,-6.73,-13.16,-34.62,25.73,17
HatMan_Mario,888 Poker,9057,27.22,9.55,13.23,11.85,3.3,35.53,35.91,37.2,21.51,13.85,22.07,42.57,18.11,37.86,5.09,2.03,-22.24,-260.57,17
Stredison,888 Poker,9056,27.15,18.82,7.16,0.57,6.12,57.03,19.71,44.91,11.0,9.14,40.86,39.0,49.34,66.67,18.33,4.65,-3.38,1677.84,3
jaquesk11,888 Poker,9056,32.8,10.07,17.6,23.63,5.16,14.46,30.52,39.13,13.38,13.71,36.34,36.57,66.52,56.08,5.0,4.48,-20.46,844.31,13
vilnisl76,888 Poker,9054,21.11,11.7,16.01,0.56,1.77,26.98,30.59,35.32,17.51,14.43,24.93,43.14,27.84,55.71,-3.92,-5.86,-29.47,-251.36,1
SmokeyPop,888 Poker,9053,37.53,21.16,26.84,0.23,7.0,41.89,21.8,49.96,9.72,12.85,50.63,26.8,71.01,47.18,17.71,7.67,47.22,1514.85,4
sattler1967,888 Poker,9053,39.11,13.22,29.88,25.15,1.77,29.73,28.99,36.13,17.0,13.7,25.9,43.4,43.01,62.7,-5.34,-4.52,-27.34,-870.87,15
FernandoL233,888 Poker,9053,21.64,12.68,7.52,0.13,3.26,59.71,24.74,34.33,14.9,9.97,25.63,49.49,26.8,68.32,-5.61,-9.64,-27.73,-69.5,16
Kabu9M,888 Poker,9053,27.54,13.34,16.73,7.03,3.07,22.11,26.52,33.75,16.47,11.82,26.16,45.55,36.7,50.63,6.22,2.71,-19.92,670.47,1
heIILight888,888 Poker,9046,28.74,19.21,9.34,0.16,6.3,51.11,24.87,51.59,15.12,9.77,41.55,33.56,51.63,58.71,15.14,10.95,-3.91,2035.96,3
panicpeter2,888 Poker,9042,20.82,15.67,4.88,0.1,5.37,42.75,26.49,38.99,17.4,11.33,29.56,41.71,37.34,56.35,6.52,5.79,-19.58,-18.05,16
rocksz,888 Poker,9036,27.25,19.83,7.24,0.07,5.82,63.82,31.68,47.45,16.78,14.9,36.53,31.79,33.02,44.03,9.85,6.0,-4.13,573.64,5
vasi_vsm,888 Poker,9035,24.23,13.34,12.05,1.25,2.26,35.25,27.7,36.68,14.5,15.1,31.54,38.86,36.49,50.72,0.55,1.54,-15.18,179.03,18
SmallChamp99,888 Poker,9035,27.59,17.78,9.11,0.87,8.37,55.02,23.51,47.67,13.88,10.27,38.69,37.17,56.95,55.17,8.7,6.46,-1.62,1016.12,3
Talgat1,888 Poker,9034,27.85,19.66,9.67,0.29,9.49,52.46,22.08,42.61,13.16,11.19,37.62,38.03,48.31,57.04,19.6,2.2,-2.46,1830.69,8
Hagarrules,888 Poker,9032,29.86,14.7,14.95,11.23,6.61,21.18,32.62,41.94,17.59,16.15,34.62,31.64,44.15,32.61,17.31,4.22,9.65,655.02,19
langey2019,888 Poker,9029,27.38,13.63,13.82,8.86,0.99,36.61,23.76,37.5,12.88,10.87,34.76,41.49,38.37,58.47,8.97,4.45,-11.72,338.71,18
Gib_Lucky,888 Poker,9025,24.18,16.19,11.44,0.15,6.84,55.62,29.23,40.3,16.12,13.39,31.44,39.05,42.74,52.29,13.84,-5.68,-15.25,1982.23,10
WhyNotRasie7,888 Poker,9025,41.78,12.63,29.82,31.02,3.32,31.25,31.29,46.55,15.34,16.76,38.92,28.99,65.69,45.45,12.09,11.82,-7.39,1180.17,2
wjakob14,888 Poker,9020,27.86,12.51,19.71,7.69,2.98,52.68,24.75,41.34,14.34,11.1,42.76,31.8,47.23,55.63,-1.11,4.31,-13.72,498.23,0
Fighta07,888 Poker,9019,13.22,9.24,2.94,0.36,3.3,36.9,26.46,39.83,16.59,12.38,32.01,39.02,37.21,57.14,-5.45,-2.32,-16.45,58.29,18
EazyBets,888 Poker,9013,25.05,13.18,13.32,3.39,2.57,49.11,23.95,37.12,13.86,12.77,36.14,37.23,44.54,55.0,5.22,3.96,-12.88,417.58,18
GreKIgoR,888 Poker,9011,27.53,19.71,10.53,0.11,7.15,57.44,27.14,46.72,14.23,14.12,41.33,30.32,41.26,52.35,9.82,-1.84,-10.94,856.46,0
anneliss,888 Poker,9011,30.0,15.68,15.9,8.18,5.53,19.67,28.58,41.35,12.86,15.99,39.18,31.97,49.01,45.6,-25.44,-13.24,8.48,-2672.23,11
Nathaly02,888 Poker,9009,25.24,18.49,9.28,0.18,4.08,45.24,29.9,43.85,15.45,14.34,35.59,34.62,30.29,49.57,-0.93,-1.12,-6.8,786.29,7
birineu,888 Poker,9000,23.05,17.17,9.52,0.02,4.25,53.18,27.08,41.98,13.94,14.37,34.23,37.46,28.5,51.52,2.63,6.57,-8.47,-225.33,10
musky876,888 Poker,8997,24.78,13.19,17.73,2.48,1.35,29.5,32.82,37.43,19.24,13.56,25.51,41.69,32.92,43.56,-8.91,-14.62,-21.3,-409.93,1
zxcdsaqwe,888 Poker,8995,26.94,19.72,6.7,0.44,9.85,57.68,23.58,46.4,12.29,11.57,39.46,36.67,47.04,54.07,11.08,19.4,-9.57,394.05,8
john2804,888 Poker,8988,23.32,9.32,8.61,7.0,2.37,44.34,31.74,41.07,21.57,13.43,28.0,37.0,31.02,44.09,-0.14,-2.63,-21.4,-485.97,14
uaredead1,888 Poker,8979,39.18,26.43,15.12,1.74,5.22,27.14,35.61,42.7,16.63,18.51,36.72,28.14,38.05,38.22,5.61,1.79,7.33,431.09,19
Warlord75,888 Poker,8977,34.63,15.2,18.01,13.56,6.35,0.0,44.56,37.01,22.16,22.86,22.16,32.83,23.95,36.54,-21.34,-12.61,-16.05,-2600.53,14
Thad.rocha8,888 Poker,8976,20.87,8.35,13.4,10.85,2.46,49.09,25.17,37.91,14.53,13.41,34.08,37.99,46.0,50.0,1.22,2.04,-18.59,-576.42,18
Knallebumm,888 Poker,8966,45.65,3.14,33.36,41.17,0.0,0.0,34.43,31.08,20.73,16.13,16.5,46.64,25.6,56.02,-16.91,-14.9,-58.15,-1346.48,15
luckovermuck,888 Poker,8964,28.73,17.88,14.29,4.47,1.3,30.34,28.71,34.96,12.85,13.06,32.55,41.54,42.47,54.17,8.72,8.31,-10.46,1028.15,18
eliab67,888 Poker,8960,29.75,7.02,24.32,21.53,2.15,14.81,28.68,35.27,16.93,13.96,27.35,41.76,31.13,57.23,-1.4,-0.25,-24.11,-722.89,17
VnilaVader,888 Poker,8954,27.95,21.9,5.66,0.43,9.69,43.77,31.2,52.91,18.6,14.56,41.45,25.4,59.34,27.7,16.22,21.44,9.45,1364.42,4
AngryOgr,888 Poker,8949,25.88,19.25,5.86,0.34,9.6,67.05,20.15,47.81,9.4,10.53,46.55,33.52,45.92,63.2,13.12,14.22,-6.01,876.04,8
ademeress,888 Poker,8945,24.51,16.59,10.34,0.18,5.3,54.29,29.56,45.02,17.35,14.04,36.82,31.79,36.69,54.72,6.37,4.56,-6.47,800.27,7
Acespace911,888 Poker,8942,24.38,14.67,11.07,0.16,3.44,25.0,32.55,46.38,19.06,15.11,34.53,31.29,46.62,41.9,25.92,8.26,-2.38,1936.6,19
Dk123123,888 Poker,8934,27.3,13.36,16.98,5.21,1.43,47.37,31.46,38.27,14.86,16.93,31.27,36.95,42.43,54.67,-4.23,2.87,-19.03,-22.47,7
Gwildor101,888 Poker,8934,25.77,14.22,20.35,0.0,3.42,26.39,31.39,46.67,17.61,19.32,37.71,25.36,42.78,37.43,11.45,3.53,11.88,1444.14,19
ManzoRun,888 Poker,8931,21.99,15.94,6.01,0.1,4.83,60.99,26.12,44.0,15.19,12.7,35.74,36.36,40.73,41.55,3.84,-0.8,-8.81,215.16,10
TopChappy,888 Poker,8931,50.29,18.42,35.62,26.25,5.41,23.2,30.91,37.58,14.25,17.08,35.25,33.42,52.62,48.94,-51.08,-25.04,-15.11,-6695.78,2
AByZ28,888 Poker,8926,20.76,15.61,6.29,0.16,3.59,45.63,29.46,41.66,16.26,13.2,33.01,37.52,38.76,47.47,5.0,-0.09,-10.24,498.62,7
ultgamb88,888 Poker,8920,40.22,27.93,16.38,0.78,6.7,28.31,31.59,41.78,14.3,15.77,37.01,32.91,34.64,52.03,0.46,1.16,9.14,-217.7,9
mmmm6666lol,888 Poker,8917,33.46,25.05,15.2,0.28,6.07,34.15,28.21,41.15,17.75,11.69,30.3,40.26,23.49,57.55,-6.29,-4.44,-5.87,393.7,6
SimoneTribet,888 Poker,8916,23.45,15.57,14.49,0.1,2.61,43.45,29.86,39.08,16.36,13.09,29.59,40.97,37.41,46.15,4.72,2.39,-15.54,-323.84,7
Johnssoni,888 Poker,8916,33.88,24.33,15.45,0.87,9.38,20.9,32.8,51.85,15.35,17.88,45.68,21.09,58.29,46.36,6.09,7.5,15.59,-800.08,4
FoldyNorman,888 Poker,8916,22.15,17.8,3.34,0.35,1.51,46.79,28.13,43.35,16.35,12.17,31.37,40.11,49.19,44.74,5.7,6.18,-6.29,74.63,7
LigeirinhoRR,888 Poker,8911,25.61,17.72,8.46,0.23,6.65,62.08,26.65,46.78,14.7,10.88,37.5,36.92,47.12,39.52,14.6,16.27,-11.79,996.55,0
Hyuzaki99,888 Poker,8906,21.23,13.06,8.37,0.03,3.04,51.94,27.72,43.74,16.83,11.59,35.59,36.0,25.36,47.86,13.74,4.53,-18.77,1226.23,7
fredgol9,888 Poker,8903,21.42,14.53,7.02,0.18,3.75,58.29,23.33,39.64,13.95,8.61,32.34,45.1,28.9,61.06,5.12,6.49,-17.92,-206.85,16
MarretaV,888 Poker,8901,27.68,16.01,20.48,1.4,2.42,32.16,28.43,44.71,13.73,14.4,40.85,31.03,62.86,44.12,-4.01,2.93,4.59,-299.98,11
Yunghill,888 Poker,8900,29.88,18.33,14.34,0.84,5.56,41.41,25.03,43.28,13.25,12.5,38.25,36.0,52.57,44.05,7.03,10.13,3.52,662.6,0
Capuava,888 Poker,8898,25.41,18.18,7.58,0.1,5.16,53.71,23.08,42.54,12.97,9.79,35.02,42.22,39.44,65.25,7.27,5.24,-12.38,575.32,3
Bazarnik,888 Poker,8895,28.4,21.59,7.58,0.08,7.98,63.14,23.51,49.61,11.23,11.23,43.95,33.59,53.02,60.0,11.14,10.89,0.64,1402.38,8
Sindyy,888 Poker,8894,38.42,22.57,22.89,3.91,6.3,35.38,30.89,38.53,13.57,16.71,31.54,38.19,53.8,50.0,-5.15,-7.81,-5.5,-1297.0,6
sumyfish,888 Poker,8894,25.86,17.07,9.85,0.05,5.0,47.37,30.74,42.93,18.4,14.22,31.34,36.04,30.97,46.29,16.91,14.35,-9.87,254.71,7
agentk81,888 Poker,8892,26.17,21.47,7.6,0.23,5.99,49.25,31.01,47.39,16.96,15.05,37.76,30.23,42.53,42.64,4.8,4.94,-10.3,428.03,0
MykolaZAC,888 Poker,8889,26.69,20.18,7.23,0.14,7.34,56.54,26.96,44.31,13.28,12.62,41.05,33.04,35.08,67.72,3.01,11.52,-19.0,427.23,3
lowerplo8,888 Poker,8887,20.21,11.22,7.77,1.26,2.16,47.86,23.77,33.54,15.22,12.33,27.85,44.6,35.85,62.93,-11.33,-12.8,-28.03,-1490.7,1
Goguma,888 Poker,8886,10.98,6.24,4.66,4.13,0.07,0.0,32.47,27.59,17.58,10.99,19.78,51.65,19.05,30.0,-12.56,-12.58,-24.35,-1313.01,17
ExploitMe,888 Poker,8881,30.6,20.11,15.22,1.46,6.49,29.52,33.31,49.88,16.52,18.55,42.0,22.92,50.13,36.2,13.47,13.44,9.25,1267.26,19
Checkmynutts,888 Poker,8877,21.74,13.79,10.69,1.31,3.13,49.29,27.42,39.07,15.41,13.53,32.53,38.53,37.95,57.73,4.15,4.32,-14.2,275.86,10
fish178,888 Poker,8877,26.83,21.74,6.1,0.0,7.56,68.7,21.92,49.59,10.98,11.22,44.86,32.94,55.16,60.34,14.22,4.21,-9.12,980.0,8
Pavelsport,888 Poker,8875,27.76,13.88,15.87,1.58,3.62,45.39,26.48,37.66,13.32,13.43,34.93,38.32,49.08,52.76,0.29,-10.73,-16.13,150.53,18
dubla1971,888 Poker,8875,21.16,11.3,8.37,3.75,1.3,25.29,32.44,41.82,16.07,14.39,29.72,39.81,35.53,50.67,0.24,-0.71,-12.89,440.86,18
Pete20009,888 Poker,8875,20.8,5.71,14.18,16.5,0.05,33.33,21.99,28.17,12.63,10.49,23.77,53.1,25.37,58.11,-21.5,-14.55,-25.97,-2157.95,17
Swoopgirl,888 Poker,8873,27.06,13.19,19.29,7.67,2.17,34.86,32.58,42.03,17.72,18.12,35.05,29.1,43.9,36.57,-4.9,0.41,-10.31,-362.02,19
Beppegol1988,888 Poker,8872,45.24,17.06,25.63,19.32,2.67,5.56,27.3,42.22,12.02,15.93,37.98,34.07,58.91,58.33,-26.1,-10.02,-1.52,-516.07,2
TigerKatze27,888 Poker,8869,23.89,14.48,14.59,0.33,3.17,36.84,30.12,42.25,15.87,15.04,33.29,35.8,49.09,41.77,4.07,4.21,-8.2,63.35,7
alex9889,888 Poker,8867,42.68,20.16,32.17,13.91,2.63,37.75,29.08,41.69,12.53,13.96,38.94,34.57,36.59,62.58,-1.61,-0.78,-15.33,324.95,6
Toast,888 Poker,8862,21.89,15.42,5.11,2.19,2.89,47.1,23.98,35.76,13.67,10.73,30.62,44.98,34.29,61.25,-3.12,-7.9,-15.71,-639.72,16
SpideR2907,888 Poker,8861,25.53,19.04,7.08,0.53,6.58,55.24,26.34,47.08,14.5,11.52,39.84,34.15,48.04,51.72,6.9,9.99,-7.53,1024.08,0
klapciukas,888 Poker,8860,22.14,15.89,5.99,0.1,3.54,58.43,23.7,36.28,12.87,13.37,33.83,39.93,34.57,50.56,3.51,-1.92,-11.86,267.06,10
PrinzMumpitz,888 Poker,8859,33.19,7.48,23.43,23.13,3.78,11.48,30.28,40.55,13.47,16.07,35.93,34.53,55.4,45.27,-2.49,1.84,11.66,294.55,13
Satti2,888 Poker,8859,30.91,10.18,24.05,9.61,1.13,25.81,22.27,37.12,12.7,11.5,34.0,41.8,63.53,54.11,7.68,6.18,-17.98,1173.92,13
Lirik84,888 Poker,8856,26.58,19.15,6.23,0.03,8.0,69.65,21.32,40.26,11.51,10.35,37.21,40.93,45.74,76.98,0.41,3.47,-23.7,201.02,3
freakazoid0,888 Poker,8853,12.99,6.13,7.22,4.46,0.2,0.0,29.66,32.55,16.85,10.87,27.17,45.11,47.62,56.25,-7.65,-7.36,-25.23,-611.8,17
hurley640,888 Poker,8849,24.58,17.27,7.47,0.13,5.34,54.89,26.1,43.87,15.72,10.75,33.18,40.35,43.75,54.89,12.1,1.82,-13.24,-208.6,10
PivoLvivske,888 Poker,8836,26.61,19.06,5.64,0.16,6.84,64.49,22.37,44.95,11.73,10.75,39.04,38.49,45.82,68.46,3.3,1.14,-16.48,-219.75,3
champ11111,888 Poker,8835,33.62,9.57,24.38,20.71,3.6,17.95,34.8,37.99,16.56,19.66,28.17,35.61,40.67,48.21,-3.8,-10.77,-24.63,-563.32,15
BaldEagle616,888 Poker,8833,18.01,8.18,9.94,1.76,1.25,32.32,26.97,36.72,19.34,10.68,29.1,40.88,55.69,49.04,3.54,-4.62,-24.73,1131.36,1
Amup88,888 Poker,8827,21.9,13.81,9.82,0.29,2.99,43.06,27.62,37.67,14.82,12.57,29.49,43.11,51.6,56.25,4.97,1.48,-16.43,502.95,16
I.mTheNuts,888 Poker,8820,21.27,14.35,9.13,0.03,4.12,32.67,24.5,43.47,12.83,12.69,41.52,32.97,35.96,55.38,7.04,1.19,-5.71,610.59,18
Princessa02,888 Poker,8817,26.25,19.33,7.06,0.16,4.51,66.83,25.84,45.18,13.91,13.24,40.61,32.24,35.51,52.72,8.65,8.85,-16.01,623.44,0
sokol1101,888 Poker,8811,22.47,15.49,7.65,0.22,4.98,56.88,23.05,36.72,14.14,10.29,32.57,43.0,36.64,66.14,-0.77,-6.8,-22.61,-369.63,16
yucantseeme,888 Poker,8806,26.54,18.47,9.6,0.35,6.3,47.01,30.62,47.09,19.24,11.7,37.89,31.17,43.75,43.66,15.08,14.64,-8.54,998.85,0
RubenRB,888 Poker,8805,27.15,18.53,13.59,0.4,5.29,31.95,35.79,45.14,18.39,17.73,34.25,29.63,30.33,39.91,-2.53,9.77,-6.54,-417.32,19
FastPike,888 Poker,8801,25.67,17.77,8.73,0.32,5.78,58.46,25.18,46.6,14.99,10.81,39.83,34.37,44.62,51.32,10.24,3.77,-12.02,1072.8,0
PinkCwb,888 Poker,8798,23.77,17.01,6.48,1.11,4.16,47.98,23.97,44.25,12.1,11.52,41.55,34.84,51.57,61.05,-0.25,-2.55,-11.87,161.64,3
Zorder,888 Poker,8796,28.98,20.25,10.68,0.03,6.94,58.27,25.79,47.34,15.54,11.44,37.63,35.39,40.87,48.54,-1.11,3.6,-8.31,402.25,5
Surfiel,888 Poker,8796,23.39,18.36,5.15,0.03,4.15,50.56,28.62,43.58,14.74,15.79,35.64,33.83,39.58,33.68,7.47,8.05,-6.1,1091.29,7
TemmaJN,888 Poker,8793,26.28,18.0,10.03,0.11,3.93,62.5,28.16,36.63,18.16,11.63,25.47,44.74,24.0,50.3,7.16,3.76,-21.78,1192.0,1
Engel.O,888 Poker,8788,30.71,21.04,8.8,0.0,8.41,55.72,23.59,45.37,12.25,12.34,39.27,36.14,45.43,57.86,13.61,-0.05,-0.81,705.0,8
Londrama,888 Poker,8781,22.55,16.73,5.36,0.1,3.8,32.68,28.04,46.93,15.99,13.26,37.03,33.72,36.13,60.23,10.13,3.95,3.08,1002.67,7
Jacksion10,888 Poker,8776,32.32,20.77,16.15,4.14,7.19,38.81,26.31,43.81,15.52,13.81,36.19,34.48,52.8,40.15,3.56,-3.24,-7.45,1198.79,5
PokerStrive,888 Poker,8776,29.25,21.61,5.35,0.03,5.17,64.77,25.42,44.16,12.19,13.05,41.28,33.48,43.02,45.38,8.83,2.72,-5.99,896.54,0
wolfwinAKs,888 Poker,8770,33.44,23.36,11.74,0.56,6.78,44.27,32.52,45.47,16.64,15.33,36.92,31.12,35.85,40.8,6.3,5.39,-2.26,-111.51,4
EJB_x,888 Poker,8762,27.02,17.49,11.75,0.11,5.38,36.74,28.27,47.53,14.58,14.36,39.2,31.86,49.14,46.78,18.87,9.91,1.99,1454.48,0
Kifosztlak19,888 Poker,8756,39.89,10.41,29.51,27.35,2.76,0.0,28.58,35.95,12.86,15.8,28.66,42.68,55.96,56.81,-24.61,-18.25,-14.93,-1737.94,13
rekopdr,888 Poker,8749,24.89,12.03,17.0,6.87,2.21,31.34,29.05,36.01,17.61,13.24,24.29,44.86,44.84,48.98,-8.42,-7.79,-25.75,-1548.74,1
M.Otavio,888 Poker,8744,22.69,17.47,4.36,0.63,7.56,52.48,29.2,47.51,17.26,13.04,34.65,35.04,34.58,67.83,5.4,4.13,-14.44,378.73,10
Shidi,888 Poker,8743,36.67,15.77,24.09,13.83,6.43,21.64,29.35,41.03,14.58,14.39,36.26,34.77,63.0,38.78,-15.68,-5.68,-7.58,-609.82,11
sergiu179,888 Poker,8738,36.77,22.49,22.38,2.47,6.26,22.75,30.7,43.6,13.38,16.12,39.54,30.96,67.74,47.09,-27.11,5.83,12.98,-2651.48,11
SeuZeh,888 Poker,8737,23.12,16.83,7.04,0.03,6.5,50.22,26.95,43.96,14.04,12.35,34.75,38.86,38.15,63.2,3.03,3.23,-12.58,683.13,10
Antrage,888 Poker,8737,28.28,21.19,9.4,0.03,9.11,58.54,25.28,46.66,15.61,10.45,40.87,33.07,46.11,61.35,23.18,17.72,-11.76,1942.16,8
jessionly,888 Poker,8728,20.28,12.47,7.96,0.36,3.86,38.3,28.68,40.07,16.16,14.12,32.14,37.59,35.79,57.14,6.03,-1.82,-16.42,-350.66,7
Monkeyboy555,888 Poker,8723,34.68,18.56,18.72,11.15,7.84,3.95,26.15,41.0,11.38,13.33,40.11,35.17,46.27,61.82,-7.08,1.49,17.03,-2057.84,11
CaioFer14,888 Poker,8722,25.61,17.84,8.95,0.44,3.79,42.16,31.75,47.93,16.1,16.6,41.32,25.97,45.28,36.79,8.47,9.35,-0.78,958.74,19
Acichele,888 Poker,8719,24.29,16.64,8.28,0.03,6.52,48.65,32.74,39.33,19.65,13.84,28.31,38.2,21.47,40.84,4.41,-1.62,-21.98,165.63,7
Al_Dracu85,888 Poker,8710,21.4,13.75,6.55,0.36,4.85,58.97,26.43,36.47,15.37,12.41,29.06,43.16,26.07,57.93,8.51,1.2,-23.8,325.78,16
kleyber.A,888 Poker,8708,26.68,17.91,10.59,0.65,5.12,39.77,30.25,44.61,16.33,14.96,38.03,30.67,33.99,43.65,4.21,4.69,1.3,-303.6,19
Mineli,888 Poker,8707,23.21,16.97,7.82,0.08,4.29,36.69,26.94,43.49,13.55,13.7,36.75,35.99,43.94,54.08,5.39,12.75,-10.61,8.18,0
EuGGenio,888 Poker,8707,19.86,12.71,7.81,0.05,2.56,61.26,29.7,37.41,20.45,12.39,27.01,40.15,18.34,48.47,-3.12,-5.96,-25.52,52.06,1
fastboysrsly,888 Poker,8705,21.99,14.15,13.85,0.05,2.72,42.14,27.01,44.92,15.41,13.47,39.38,31.74,48.67,44.6,12.19,14.03,-8.49,1382.93,18
AleksandrOC,888 Poker,8704,37.02,12.47,21.04,17.36,1.53,19.82,31.18,35.74,15.53,17.32,31.4,35.75,41.73,50.21,-1.83,1.32,-23.31,-574.91,13
Slugger222,888 Poker,8704,24.1,15.27,10.15,0.4,2.63,46.26,26.55,38.43,15.94,12.08,31.08,40.9,27.09,52.54,10.6,8.27,-15.49,514.41,16
faceofkombii,888 Poker,8702,27.2,20.66,8.78,0.05,5.76,53.2,27.29,49.02,14.13,13.41,41.68,30.78,50.32,56.82,4.0,5.03,-5.41,-328.29,0
Vanwizen,888 Poker,8701,19.51,7.57,13.35,11.6,2.35,21.43,29.8,37.15,16.76,15.62,27.24,40.38,31.68,38.94,-8.64,-12.92,-9.46,-319.3,17
VOGEL6969,888 Poker,8698,22.45,12.57,12.62,2.0,3.44,56.19,28.1,41.31,15.17,12.97,35.45,36.41,35.48,56.92,5.25,9.55,-14.33,207.85,10
MayoToffee,888 Poker,8692,16.6,9.25,5.93,0.7,1.1,56.94,23.29,32.23,16.5,8.84,23.38,51.28,26.7,59.72,8.47,-0.99,-23.0,564.79,1
pityurka,888 Poker,8688,22.62,8.17,9.14,14.49,0.33,33.33,28.34,32.13,14.22,12.93,25.43,47.41,27.21,70.18,-11.11,-6.99,-24.71,-1152.15,17
CHR1SPBACON,888 Poker,8684,20.77,16.31,4.34,0.16,3.2,53.44,26.06,43.91,13.13,12.01,36.77,38.09,40.38,50.0,1.16,4.58,-10.85,-25.25,10
Badnewzbrown,888 Poker,8681,29.52,15.56,20.18,3.72,2.87,54.82,28.18,33.94,16.04,13.08,25.94,44.94,52.04,60.11,-6.24,-2.07,-36.6,-1160.13,16
jppinheirocf,888 Poker,8671,26.28,17.73,9.45,0.13,6.84,47.75,28.29,47.31,16.08,12.03,38.13,33.76,41.83,39.77,12.58,8.73,-3.23,941.18,0
JusT_SomEGuY,888 Poker,8671,32.27,21.29,13.83,2.91,6.86,49.39,23.29,45.63,12.8,10.93,39.27,37.01,59.33,59.06,7.4,-2.1,-3.13,821.83,8
GERSON1986,888 Poker,8664,26.05,17.79,9.93,0.14,4.96,63.64,24.53,45.23,11.93,13.92,40.77,33.37,51.01,52.44,7.07,7.46,-9.39,230.37,0
GuiTuoBei,888 Poker,8664,25.53,18.1,8.06,0.08,7.32,52.91,25.38,43.21,14.47,11.53,34.24,39.76,38.6,58.82,9.06,7.56,-8.61,1307.57,10
Lordshaved19,888 Poker,8660,39.0,23.31,23.38,2.83,7.2,33.33,28.54,42.83,15.14,15.14,35.04,34.68,42.52,51.4,6.7,4.69,2.58,1145.94,6
nanabush21,888 Poker,8658,40.01,24.6,16.57,5.63,8.6,36.59,28.38,48.03,12.81,14.03,43.55,29.6,45.16,51.94,11.42,11.81,8.12,328.54,4
Danifeit,888 Poker,8653,22.75,17.78,3.03,0.15,3.38,53.67,32.51,46.6,17.49,15.35,33.33,33.83,41.46,47.19,2.21,2.63,-9.04,337.63,7
GoodVic13,888 Poker,8649,25.26,15.8,13.32,0.46,3.9,44.13,22.19,41.82,12.14,10.9,39.78,37.17,47.57,60.16,13.8,10.67,-10.01,578.75,3
DimasPivas,888 Poker,8647,32.81,23.19,9.83,0.43,7.48,56.55,26.02,46.4,13.64,12.26,39.69,34.42,42.16,54.72,-3.31,7.72,-12.23,-722.17,8
Thebest6488,888 Poker,8646,59.66,13.53,44.86,41.99,4.2,6.25,40.19,37.14,20.9,20.9,25.36,32.83,50.24,32.12,-36.17,-23.02,-15.34,-2880.22,12
TheHueyLewis,888 Poker,8646,26.05,17.76,9.34,0.05,7.42,57.56,25.53,45.67,13.34,13.34,38.85,34.47,45.8,45.57,-0.76,-5.26,-15.71,-423.16,0
Havssalt,888 Poker,8644,29.99,13.2,17.81,10.81,2.59,32.58,24.1,35.81,14.37,10.38,30.73,44.52,39.86,69.31,1.09,1.3,-16.21,330.81,16
IDen888KO,888 Poker,8644,27.58,20.45,7.31,0.46,7.84,54.76,28.66,48.69,13.89,13.13,43.18,29.8,49.82,44.07,8.96,6.55,3.61,598.08,4
SharkNutsAK,888 Poker,8643,20.98,13.6,6.73,0.92,3.3,49.67,22.37,38.0,12.15,11.53,35.2,41.12,45.37,65.59,4.69,0.67,-15.21,311.52,16
CesarAAnd,888 Poker,8643,24.47,17.38,6.22,0.39,3.78,60.66,29.25,43.7,19.15,11.97,29.79,39.1,33.09,62.39,8.68,8.41,-15.47,408.32,10
Nikabuloso,888 Poker,8634,24.86,17.07,7.02,0.03,4.69,58.23,28.09,45.41,15.38,12.99,37.66,33.97,36.27,51.03,8.02,0.19,-10.54,242.73,0
Caki2660,888 Poker,8633,46.39,30.72,23.17,0.84,9.45,30.42,29.62,44.59,14.51,14.89,38.81,31.79,57.76,54.04,-1.55,3.39,3.97,-1413.65,9
Victor8787,888 Poker,8628,23.14,15.03,9.36,0.83,2.83,48.85,28.98,43.95,16.07,11.41,40.39,32.13,41.75,44.17,8.32,11.31,-6.92,-337.0,0
Senderson,888 Poker,8627,16.5,11.93,4.92,0.06,2.75,64.13,24.32,35.33,19.25,9.63,25.93,45.19,38.31,60.78,12.38,9.44,-23.08,538.8,1
